order,item,label,subject,gender,age,list,score,evade,remnant,z_score
1436,11132,eva_nonwh,141,male,18-25,1,7,eva,nonwh,1.0697444
1437,11133,iso_wh,141,male,18-25,1,7,iso,wh,1.0697444
1438,11138,iso_nonwh,141,male,18-25,1,3,iso,nonwh,-0.69224971
1439,11143,eva_wh,141,male,18-25,1,7,eva,wh,1.0697444
1440,11148,eva_nonwh,141,male,18-25,1,7,eva,nonwh,1.0697444
1441,11128,eva_nonwh,142,female,18-25,2,4,eva,nonwh,-0.251751183
1442,11107,eva_wh,142,female,18-25,2,7,eva,wh,1.0697444
1443,11139,eva_wh,142,female,18-25,2,6,eva,wh,0.629245873
1444,11129,iso_wh,142,female,18-25,2,3,iso,wh,-0.69224971
1445,11134,iso_nonwh,142,female,18-25,2,1,iso,nonwh,-1.573246765
1446,11113,iso_wh,142,female,18-25,2,2,iso,wh,-1.132748238
1447,11145,iso_wh,142,female,18-25,2,2,iso,wh,-1.132748238
1448,11144,eva_nonwh,142,female,18-25,2,3,eva,nonwh,-0.69224971
1449,11102,iso_nonwh,142,female,18-25,2,2,iso,nonwh,-1.132748238
1450,11112,eva_nonwh,142,female,18-25,2,3,eva,nonwh,-0.69224971
1451,11118,iso_nonwh,142,female,18-25,2,3,iso,nonwh,-0.69224971
1452,11123,eva_wh,142,female,18-25,2,5,eva,wh,0.188747345
1453,11103,eva_wh,143,female,18-25,3,3,eva,wh,-0.69224971
1454,11146,iso_nonwh,143,female,18-25,3,4,iso,nonwh,-0.251751183
1455,11109,iso_wh,143,female,18-25,3,5,iso,wh,0.188747345
1456,11130,iso_nonwh,143,female,18-25,3,5,iso,nonwh,0.188747345
1457,11108,eva_nonwh,143,female,18-25,3,4,eva,nonwh,-0.251751183
1458,11135,eva_wh,143,female,18-25,3,3,eva,wh,-0.69224971
1459,11124,eva_nonwh,143,female,18-25,3,4,eva,nonwh,-0.251751183
1460,11125,iso_wh,143,female,18-25,3,4,iso,wh,-0.251751183
1461,11114,iso_nonwh,143,female,18-25,3,6,iso,nonwh,0.629245873
1462,11140,eva_nonwh,143,female,18-25,3,4,eva,nonwh,-0.251751183
1463,11141,iso_wh,143,female,18-25,3,5,iso,wh,0.188747345
1464,11119,eva_wh,143,female,18-25,3,4,eva,wh,-0.251751183
1465,11103,eva_wh,144,male,18-25,3,7,eva,wh,1.0697444
1466,11146,iso_nonwh,144,male,18-25,3,5,iso,nonwh,0.188747345
1467,11109,iso_wh,144,male,18-25,3,3,iso,wh,-0.69224971
1468,11130,iso_nonwh,144,male,18-25,3,5,iso,nonwh,0.188747345
1469,11108,eva_nonwh,144,male,18-25,3,6,eva,nonwh,0.629245873
1470,11135,eva_wh,144,male,18-25,3,5,eva,wh,0.188747345
1471,11124,eva_nonwh,144,male,18-25,3,6,eva,nonwh,0.629245873
1472,11125,iso_wh,144,male,18-25,3,5,iso,wh,0.188747345
1473,11114,iso_nonwh,144,male,18-25,3,6,iso,nonwh,0.629245873
1474,11140,eva_nonwh,144,male,18-25,3,6,eva,nonwh,0.629245873
1475,11141,iso_wh,144,male,18-25,3,5,iso,wh,0.188747345
1476,11119,eva_wh,144,male,18-25,3,6,eva,wh,0.629245873
1477,11101,iso_wh,145,female,18-25,1,6,iso,wh,0.629245873
1478,11106,iso_nonwh,145,female,18-25,1,4,iso,nonwh,-0.251751183
1479,11111,eva_wh,145,female,18-25,1,5,eva,wh,0.188747345
1480,11116,eva_nonwh,145,female,18-25,1,6,eva,nonwh,0.629245873
1481,11117,iso_wh,145,female,18-25,1,7,iso,wh,1.0697444
1482,11122,iso_nonwh,145,female,18-25,1,7,iso,nonwh,1.0697444
1483,11127,eva_wh,145,female,18-25,1,7,eva,wh,1.0697444
1484,11132,eva_nonwh,145,female,18-25,1,7,eva,nonwh,1.0697444
1485,11133,iso_wh,145,female,18-25,1,7,iso,wh,1.0697444
1486,11138,iso_nonwh,145,female,18-25,1,5,iso,nonwh,0.188747345
1487,11143,eva_wh,145,female,18-25,1,5,eva,wh,0.188747345
1488,11148,eva_nonwh,145,female,18-25,1,6,eva,nonwh,0.629245873
1489,11128,eva_nonwh,146,female,18-25,2,4,eva,nonwh,-0.251751183
1490,11107,eva_wh,146,female,18-25,2,7,eva,wh,1.0697444
1491,11139,eva_wh,146,female,18-25,2,7,eva,wh,1.0697444
1492,11129,iso_wh,146,female,18-25,2,5,iso,wh,0.188747345
1493,11134,iso_nonwh,146,female,18-25,2,4,iso,nonwh,-0.251751183
1494,11113,iso_wh,146,female,18-25,2,5,iso,wh,0.188747345
1495,11145,iso_wh,146,female,18-25,2,4,iso,wh,-0.251751183
1496,11144,eva_nonwh,146,female,18-25,2,5,eva,nonwh,0.188747345
1497,11102,iso_nonwh,146,female,18-25,2,3,iso,nonwh,-0.69224971
1498,11112,eva_nonwh,146,female,18-25,2,6,eva,nonwh,0.629245873
1499,11118,iso_nonwh,146,female,18-25,2,3,iso,nonwh,-0.69224971
1500,11123,eva_wh,146,female,18-25,2,7,eva,wh,1.0697444
1501,11103,eva_wh,147,female,18-25,3,7,eva,wh,1.0697444
1502,11146,iso_nonwh,147,female,18-25,3,7,iso,nonwh,1.0697444
1503,11109,iso_wh,147,female,18-25,3,3,iso,wh,-0.69224971
1504,11130,iso_nonwh,147,female,18-25,3,5,iso,nonwh,0.188747345
1505,11108,eva_nonwh,147,female,18-25,3,7,eva,nonwh,1.0697444
1506,11135,eva_wh,147,female,18-25,3,6,eva,wh,0.629245873
1507,11124,eva_nonwh,147,female,18-25,3,7,eva,nonwh,1.0697444
1508,11125,iso_wh,147,female,18-25,3,7,iso,wh,1.0697444
1509,11114,iso_nonwh,147,female,18-25,3,7,iso,nonwh,1.0697444
1510,11140,eva_nonwh,147,female,18-25,3,7,eva,nonwh,1.0697444
1511,11141,iso_wh,147,female,18-25,3,3,iso,wh,-0.69224971
1512,11119,eva_wh,147,female,18-25,3,2,eva,wh,-1.132748238
1513,11120,eva_nonwh,148,female,18-25,4,2,eva,nonwh,-1.132748238
1514,11137,iso_wh,148,female,18-25,4,3,iso,wh,-0.69224971
1515,11121,iso_wh,148,female,18-25,4,3,iso,wh,-0.69224971
1516,11142,iso_nonwh,148,female,18-25,4,5,iso,nonwh,0.188747345
1517,11110,iso_nonwh,148,female,18-25,4,5,iso,nonwh,0.188747345
1518,11126,iso_nonwh,148,female,18-25,4,2,iso,nonwh,-1.132748238
1519,11147,eva_wh,148,female,18-25,4,5,eva,wh,0.188747345
1520,11115,eva_wh,148,female,18-25,4,6,eva,wh,0.629245873
1521,11105,iso_wh,148,female,18-25,4,5,iso,wh,0.188747345
1522,11104,eva_nonwh,148,female,18-25,4,5,eva,nonwh,0.188747345
1523,11136,eva_nonwh,148,female,18-25,4,4,eva,nonwh,-0.251751183
1524,11131,eva_wh,148,female,18-25,4,4,eva,wh,-0.251751183
1525,11128,eva_nonwh,149,female,18-25,2,5,eva,nonwh,0.188747345
1526,11107,eva_wh,149,female,18-25,2,7,eva,wh,1.0697444
1527,11139,eva_wh,149,female,18-25,2,7,eva,wh,1.0697444
1528,11129,iso_wh,149,female,18-25,2,6,iso,wh,0.629245873
1529,11134,iso_nonwh,149,female,18-25,2,5,iso,nonwh,0.188747345
1530,11113,iso_wh,149,female,18-25,2,6,iso,wh,0.629245873
1531,11145,iso_wh,149,female,18-25,2,6,iso,wh,0.629245873
1532,11144,eva_nonwh,149,female,18-25,2,4,eva,nonwh,-0.251751183
1533,11102,iso_nonwh,149,female,18-25,2,6,iso,nonwh,0.629245873
1534,11112,eva_nonwh,149,female,18-25,2,4,eva,nonwh,-0.251751183
1535,11118,iso_nonwh,149,female,18-25,2,7,iso,nonwh,1.0697444
1536,11123,eva_wh,149,female,18-25,2,6,eva,wh,0.629245873
1537,11128,eva_nonwh,150,male,18-25,2,4,eva,nonwh,-0.251751183
1538,11107,eva_wh,150,male,18-25,2,6,eva,wh,0.629245873
1539,11139,eva_wh,150,male,18-25,2,7,eva,wh,1.0697444
1540,11129,iso_wh,150,male,18-25,2,3,iso,wh,-0.69224971
1541,11134,iso_nonwh,150,male,18-25,2,7,iso,nonwh,1.0697444
1542,11113,iso_wh,150,male,18-25,2,6,iso,wh,0.629245873
1543,11145,iso_wh,150,male,18-25,2,5,iso,wh,0.188747345
1544,11144,eva_nonwh,150,male,18-25,2,3,eva,nonwh,-0.69224971
1545,11102,iso_nonwh,150,male,18-25,2,5,iso,nonwh,0.188747345
1546,11112,eva_nonwh,150,male,18-25,2,4,eva,nonwh,-0.251751183
1547,11118,iso_nonwh,150,male,18-25,2,3,iso,nonwh,-0.69224971
1548,11123,eva_wh,150,male,18-25,2,6,eva,wh,0.629245873
1549,11120,eva_nonwh,151,female,18-25,4,6,eva,nonwh,0.629245873
1550,11137,iso_wh,151,female,18-25,4,6,iso,wh,0.629245873
1551,11121,iso_wh,151,female,18-25,4,7,iso,wh,1.0697444
1552,11142,iso_nonwh,151,female,18-25,4,7,iso,nonwh,1.0697444
1553,11110,iso_nonwh,151,female,18-25,4,7,iso,nonwh,1.0697444
1554,11126,iso_nonwh,151,female,18-25,4,7,iso,nonwh,1.0697444
1555,11147,eva_wh,151,female,18-25,4,7,eva,wh,1.0697444
1556,11115,eva_wh,151,female,18-25,4,7,eva,wh,1.0697444
1557,11105,iso_wh,151,female,18-25,4,6,iso,wh,0.629245873
1558,11104,eva_nonwh,151,female,18-25,4,7,eva,nonwh,1.0697444
1559,11136,eva_nonwh,151,female,18-25,4,7,eva,nonwh,1.0697444
1560,11131,eva_wh,151,female,18-25,4,7,eva,wh,1.0697444
1561,11101,iso_wh,152,female,18-25,1,4,iso,wh,-0.251751183
1562,11106,iso_nonwh,152,female,18-25,1,4,iso,nonwh,-0.251751183
1563,11111,eva_wh,152,female,18-25,1,7,eva,wh,1.0697444
1564,11116,eva_nonwh,152,female,18-25,1,6,eva,nonwh,0.629245873
1565,11117,iso_wh,152,female,18-25,1,3,iso,wh,-0.69224971
1566,11122,iso_nonwh,152,female,18-25,1,5,iso,nonwh,0.188747345
1567,11127,eva_wh,152,female,18-25,1,7,eva,wh,1.0697444
1568,11132,eva_nonwh,152,female,18-25,1,6,eva,nonwh,0.629245873
1569,11133,iso_wh,152,female,18-25,1,4,iso,wh,-0.251751183
1570,11138,iso_nonwh,152,female,18-25,1,5,iso,nonwh,0.188747345
1571,11143,eva_wh,152,female,18-25,1,7,eva,wh,1.0697444
1572,11148,eva_nonwh,152,female,18-25,1,6,eva,nonwh,0.629245873
1573,11101,iso_wh,153,female,18-25,1,7,iso,wh,1.0697444
1574,11106,iso_nonwh,153,female,18-25,1,1,iso,nonwh,-1.573246765
1575,11111,eva_wh,153,female,18-25,1,7,eva,wh,1.0697444
1576,11116,eva_nonwh,153,female,18-25,1,7,eva,nonwh,1.0697444
1577,11117,iso_wh,153,female,18-25,1,1,iso,wh,-1.573246765
1578,11122,iso_nonwh,153,female,18-25,1,1,iso,nonwh,-1.573246765
1579,11127,eva_wh,153,female,18-25,1,7,eva,wh,1.0697444
1580,11132,eva_nonwh,153,female,18-25,1,3,eva,nonwh,-0.69224971
1581,11133,iso_wh,153,female,18-25,1,1,iso,wh,-1.573246765
1582,11138,iso_nonwh,153,female,18-25,1,1,iso,nonwh,-1.573246765
1583,11143,eva_wh,153,female,18-25,1,7,eva,wh,1.0697444
1584,11148,eva_nonwh,153,female,18-25,1,5,eva,nonwh,0.188747345
1585,11103,eva_wh,154,male,18-25,3,7,eva,wh,1.0697444
1586,11146,iso_nonwh,154,male,18-25,3,6,iso,nonwh,0.629245873
1587,11109,iso_wh,154,male,18-25,3,7,iso,wh,1.0697444
1588,11130,iso_nonwh,154,male,18-25,3,7,iso,nonwh,1.0697444
1589,11108,eva_nonwh,154,male,18-25,3,7,eva,nonwh,1.0697444
1590,11135,eva_wh,154,male,18-25,3,5,eva,wh,0.188747345
1591,11124,eva_nonwh,154,male,18-25,3,6,eva,nonwh,0.629245873
1592,11125,iso_wh,154,male,18-25,3,7,iso,wh,1.0697444
1593,11114,iso_nonwh,154,male,18-25,3,7,iso,nonwh,1.0697444
1594,11140,eva_nonwh,154,male,18-25,3,6,eva,nonwh,0.629245873
1595,11141,iso_wh,154,male,18-25,3,6,iso,wh,0.629245873
1596,11119,eva_wh,154,male,18-25,3,5,eva,wh,0.188747345
1597,11128,eva_nonwh,155,female,18-25,2,5,eva,nonwh,0.188747345
1598,11107,eva_wh,155,female,18-25,2,7,eva,wh,1.0697444
1599,11139,eva_wh,155,female,18-25,2,7,eva,wh,1.0697444
1600,11129,iso_wh,155,female,18-25,2,7,iso,wh,1.0697444
1601,11134,iso_nonwh,155,female,18-25,2,6,iso,nonwh,0.629245873
1602,11113,iso_wh,155,female,18-25,2,7,iso,wh,1.0697444
1603,11145,iso_wh,155,female,18-25,2,7,iso,wh,1.0697444
1604,11144,eva_nonwh,155,female,18-25,2,5,eva,nonwh,0.188747345
1605,11102,iso_nonwh,155,female,18-25,2,7,iso,nonwh,1.0697444
1606,11112,eva_nonwh,155,female,18-25,2,6,eva,nonwh,0.629245873
1607,11118,iso_nonwh,155,female,18-25,2,7,iso,nonwh,1.0697444
1608,11123,eva_wh,155,female,18-25,2,7,eva,wh,1.0697444
1609,11120,eva_nonwh,156,female,18-25,4,5,eva,nonwh,0.188747345
1610,11137,iso_wh,156,female,18-25,4,5,iso,wh,0.188747345
1611,11121,iso_wh,156,female,18-25,4,4,iso,wh,-0.251751183
1612,11142,iso_nonwh,156,female,18-25,4,3,iso,nonwh,-0.69224971
1613,11110,iso_nonwh,156,female,18-25,4,6,iso,nonwh,0.629245873
1614,11126,iso_nonwh,156,female,18-25,4,6,iso,nonwh,0.629245873
1615,11147,eva_wh,156,female,18-25,4,7,eva,wh,1.0697444
1616,11115,eva_wh,156,female,18-25,4,5,eva,wh,0.188747345
1617,11105,iso_wh,156,female,18-25,4,5,iso,wh,0.188747345
1618,11104,eva_nonwh,156,female,18-25,4,7,eva,nonwh,1.0697444
1619,11136,eva_nonwh,156,female,18-25,4,3,eva,nonwh,-0.69224971
1620,11131,eva_wh,156,female,18-25,4,3,eva,wh,-0.69224971
1621,11101,iso_wh,157,male,18-25,1,6,iso,wh,0.629245873
1622,11106,iso_nonwh,157,male,18-25,1,1,iso,nonwh,-1.573246765
1623,11111,eva_wh,157,male,18-25,1,6,eva,wh,0.629245873
1624,11116,eva_nonwh,157,male,18-25,1,5,eva,nonwh,0.188747345
1625,11117,iso_wh,157,male,18-25,1,4,iso,wh,-0.251751183
1626,11122,iso_nonwh,157,male,18-25,1,5,iso,nonwh,0.188747345
1627,11127,eva_wh,157,male,18-25,1,6,eva,wh,0.629245873
1628,11132,eva_nonwh,157,male,18-25,1,6,eva,nonwh,0.629245873
1629,11133,iso_wh,157,male,18-25,1,3,iso,wh,-0.69224971
1630,11138,iso_nonwh,157,male,18-25,1,3,iso,nonwh,-0.69224971
1631,11143,eva_wh,157,male,18-25,1,7,eva,wh,1.0697444
1632,11148,eva_nonwh,157,male,18-25,1,5,eva,nonwh,0.188747345
1633,11103,eva_wh,158,male,18-25,3,7,eva,wh,1.0697444
1634,11146,iso_nonwh,158,male,18-25,3,6,iso,nonwh,0.629245873
1635,11109,iso_wh,158,male,18-25,3,7,iso,wh,1.0697444
1636,11130,iso_nonwh,158,male,18-25,3,5,iso,nonwh,0.188747345
1637,11108,eva_nonwh,158,male,18-25,3,7,eva,nonwh,1.0697444
1638,11135,eva_wh,158,male,18-25,3,7,eva,wh,1.0697444
1639,11124,eva_nonwh,158,male,18-25,3,4,eva,nonwh,-0.251751183
1640,11125,iso_wh,158,male,18-25,3,7,iso,wh,1.0697444
1641,11114,iso_nonwh,158,male,18-25,3,5,iso,nonwh,0.188747345
1642,11140,eva_nonwh,158,male,18-25,3,4,eva,nonwh,-0.251751183
1643,11141,iso_wh,158,male,18-25,3,7,iso,wh,1.0697444
1644,11119,eva_wh,158,male,18-25,3,7,eva,wh,1.0697444
1645,11128,eva_nonwh,159,male,18-25,2,3,eva,nonwh,-0.69224971
1646,11107,eva_wh,159,male,18-25,2,6,eva,wh,0.629245873
1647,11139,eva_wh,159,male,18-25,2,7,eva,wh,1.0697444
1648,11129,iso_wh,159,male,18-25,2,7,iso,wh,1.0697444
1649,11134,iso_nonwh,159,male,18-25,2,1,iso,nonwh,-1.573246765
1650,11113,iso_wh,159,male,18-25,2,1,iso,wh,-1.573246765
1651,11145,iso_wh,159,male,18-25,2,1,iso,wh,-1.573246765
1652,11144,eva_nonwh,159,male,18-25,2,6,eva,nonwh,0.629245873
1653,11102,iso_nonwh,159,male,18-25,2,1,iso,nonwh,-1.573246765
1654,11112,eva_nonwh,159,male,18-25,2,6,eva,nonwh,0.629245873
1655,11118,iso_nonwh,159,male,18-25,2,1,iso,nonwh,-1.573246765
1656,11123,eva_wh,159,male,18-25,2,7,eva,wh,1.0697444
1657,11128,eva_nonwh,160,female,18-25,2,5,eva,nonwh,0.188747345
1658,11107,eva_wh,160,female,18-25,2,7,eva,wh,1.0697444
1659,11139,eva_wh,160,female,18-25,2,6,eva,wh,0.629245873
1660,11129,iso_wh,160,female,18-25,2,2,iso,wh,-1.132748238
1661,11134,iso_nonwh,160,female,18-25,2,1,iso,nonwh,-1.573246765
1662,11113,iso_wh,160,female,18-25,2,6,iso,wh,0.629245873
1663,11145,iso_wh,160,female,18-25,2,3,iso,wh,-0.69224971
1664,11144,eva_nonwh,160,female,18-25,2,6,eva,nonwh,0.629245873
1665,11102,iso_nonwh,160,female,18-25,2,3,iso,nonwh,-0.69224971
1666,11112,eva_nonwh,160,female,18-25,2,5,eva,nonwh,0.188747345
1667,11118,iso_nonwh,160,female,18-25,2,3,iso,nonwh,-0.69224971
1668,11123,eva_wh,160,female,18-25,2,6,eva,wh,0.629245873
1669,11103,eva_wh,161,female,18-25,3,7,eva,wh,1.0697444
1670,11146,iso_nonwh,161,female,18-25,3,3,iso,nonwh,-0.69224971
1671,11109,iso_wh,161,female,18-25,3,2,iso,wh,-1.132748238
1672,11130,iso_nonwh,161,female,18-25,3,6,iso,nonwh,0.629245873
1673,11108,eva_nonwh,161,female,18-25,3,5,eva,nonwh,0.188747345
1674,11135,eva_wh,161,female,18-25,3,4,eva,wh,-0.251751183
1675,11124,eva_nonwh,161,female,18-25,3,6,eva,nonwh,0.629245873
1676,11125,iso_wh,161,female,18-25,3,3,iso,wh,-0.69224971
1677,11114,iso_nonwh,161,female,18-25,3,4,iso,nonwh,-0.251751183
1678,11140,eva_nonwh,161,female,18-25,3,5,eva,nonwh,0.188747345
1679,11141,iso_wh,161,female,18-25,3,4,iso,wh,-0.251751183
1680,11119,eva_wh,161,female,18-25,3,7,eva,wh,1.0697444
1681,11120,eva_nonwh,162,female,18-25,4,6,eva,nonwh,0.629245873
1682,11137,iso_wh,162,female,18-25,4,6,iso,wh,0.629245873
1683,11121,iso_wh,162,female,18-25,4,5,iso,wh,0.188747345
1684,11142,iso_nonwh,162,female,18-25,4,6,iso,nonwh,0.629245873
1685,11110,iso_nonwh,162,female,18-25,4,6,iso,nonwh,0.629245873
1686,11126,iso_nonwh,162,female,18-25,4,6,iso,nonwh,0.629245873
1687,11147,eva_wh,162,female,18-25,4,7,eva,wh,1.0697444
1688,11115,eva_wh,162,female,18-25,4,7,eva,wh,1.0697444
1689,11105,iso_wh,162,female,18-25,4,6,iso,wh,0.629245873
1690,11104,eva_nonwh,162,female,18-25,4,7,eva,nonwh,1.0697444
1691,11136,eva_nonwh,162,female,18-25,4,7,eva,nonwh,1.0697444
1692,11131,eva_wh,162,female,18-25,4,7,eva,wh,1.0697444
1693,11101,iso_wh,163,female,18-25,1,5,iso,wh,0.188747345
1694,11106,iso_nonwh,163,female,18-25,1,3,iso,nonwh,-0.69224971
1695,11111,eva_wh,163,female,18-25,1,7,eva,wh,1.0697444
1696,11116,eva_nonwh,163,female,18-25,1,5,eva,nonwh,0.188747345
1697,11117,iso_wh,163,female,18-25,1,3,iso,wh,-0.69224971
1698,11122,iso_nonwh,163,female,18-25,1,6,iso,nonwh,0.629245873
1699,11127,eva_wh,163,female,18-25,1,4,eva,wh,-0.251751183
1700,11132,eva_nonwh,163,female,18-25,1,6,eva,nonwh,0.629245873
1701,11133,iso_wh,163,female,18-25,1,2,iso,wh,-1.132748238
1702,11138,iso_nonwh,163,female,18-25,1,1,iso,nonwh,-1.573246765
1703,11143,eva_wh,163,female,18-25,1,7,eva,wh,1.0697444
1704,11148,eva_nonwh,163,female,18-25,1,1,eva,nonwh,-1.573246765
1705,11120,eva_nonwh,164,female,18-25,4,7,eva,nonwh,1.0697444
1706,11137,iso_wh,164,female,18-25,4,5,iso,wh,0.188747345
1707,11121,iso_wh,164,female,18-25,4,6,iso,wh,0.629245873
1708,11142,iso_nonwh,164,female,18-25,4,7,iso,nonwh,1.0697444
1709,11110,iso_nonwh,164,female,18-25,4,3,iso,nonwh,-0.69224971
1710,11126,iso_nonwh,164,female,18-25,4,5,iso,nonwh,0.188747345
1711,11147,eva_wh,164,female,18-25,4,7,eva,wh,1.0697444
1712,11115,eva_wh,164,female,18-25,4,6,eva,wh,0.629245873
1713,11105,iso_wh,164,female,18-25,4,7,iso,wh,1.0697444
1714,11104,eva_nonwh,164,female,18-25,4,7,eva,nonwh,1.0697444
1715,11136,eva_nonwh,164,female,18-25,4,6,eva,nonwh,0.629245873
1716,11131,eva_wh,164,female,18-25,4,7,eva,wh,1.0697444
1717,11128,eva_nonwh,165,female,45-54,2,7,eva,nonwh,1.0697444
1718,11107,eva_wh,165,female,45-54,2,7,eva,wh,1.0697444
1719,11139,eva_wh,165,female,45-54,2,6,eva,wh,0.629245873
1720,11129,iso_wh,165,female,45-54,2,4,iso,wh,-0.251751183
1721,11134,iso_nonwh,165,female,45-54,2,1,iso,nonwh,-1.573246765
1722,11113,iso_wh,165,female,45-54,2,2,iso,wh,-1.132748238
1723,11145,iso_wh,165,female,45-54,2,2,iso,wh,-1.132748238
1724,11144,eva_nonwh,165,female,45-54,2,4,eva,nonwh,-0.251751183
1725,11102,iso_nonwh,165,female,45-54,2,2,iso,nonwh,-1.132748238
1726,11112,eva_nonwh,165,female,45-54,2,1,eva,nonwh,-1.573246765
1727,11118,iso_nonwh,165,female,45-54,2,1,iso,nonwh,-1.573246765
1728,11123,eva_wh,165,female,45-54,2,7,eva,wh,1.0697444
1729,11128,eva_nonwh,166,female,18-25,2,5,eva,nonwh,0.188747345
1730,11107,eva_wh,166,female,18-25,2,7,eva,wh,1.0697444
1731,11139,eva_wh,166,female,18-25,2,7,eva,wh,1.0697444
1732,11129,iso_wh,166,female,18-25,2,7,iso,wh,1.0697444
1733,11134,iso_nonwh,166,female,18-25,2,7,iso,nonwh,1.0697444
1734,11113,iso_wh,166,female,18-25,2,7,iso,wh,1.0697444
1735,11145,iso_wh,166,female,18-25,2,7,iso,wh,1.0697444
1736,11144,eva_nonwh,166,female,18-25,2,7,eva,nonwh,1.0697444
1737,11102,iso_nonwh,166,female,18-25,2,7,iso,nonwh,1.0697444
1738,11112,eva_nonwh,166,female,18-25,2,7,eva,nonwh,1.0697444
1739,11118,iso_nonwh,166,female,18-25,2,7,iso,nonwh,1.0697444
1740,11123,eva_wh,166,female,18-25,2,7,eva,wh,1.0697444
